,Producto,Marca,Cantidad(g),Caloria(kcal),Grasa(g),Carbohidrato(g),Proteina(g)
1649,Jugo de Pera,Baggio,200ml ,96,0.0,24.0,0.0
1650,Galletas de Salvado,Granix,29 ,114,3.5,17.0,3.5
1651,Copos de Maíz ,Cereal Mix,30 ,112,0.4,25.0,2.1
1652,Mermelada de Ciruela ,Orieta,20 ,26,0.0,7.0,0.0
1653,Bocaditos de Avena,Granix,30 ,120,2.0,23.0,3.5
1654,Alfajor de Membrillo,Guaymallen ,38 ,160,5.5,26.0,1.1
1655,Croquetas de Acelga ,Granja del Sol,80 ,153,8.0,16.0,4.2
1656,Galletitas de Agua,Criollitas,30 ,127,3.9,19.0,3.6
1657,Listtos de Pollo,Granja del Sol,130 ,291,15.0,19.0,20.0
1658,Medialuna de Manteca,Walmart,40 ,168,9.3,18.0,3.0
1659,Pasion de Chocolate,Cereal Mix,26 ,105,3.3,17.0,1.6
1660,Pan de Hamburguesa,Veneziana,50 ,124,1.3,24.0,3.5
1661,Pulpa de Tomate,Salsati,60 ,9,0.0,1.8,0.5
1662,Medialuna de Manteca,McDonald's,37 ,121,5.2,17.0,2.0
1663,Medallones de Pollo,Paladini,130 ,222,8.2,16.0,22.0
1664,Mermelada de Frutilla,Abedul,25 ,65,0.0,16.12,0.0
1665,Caramelos de Miel ,Arcor,18 ,68,0.0,17.0,0.0
1666,Galleta de Arroz,Arrozen,25 ,95,0.6,20.0,2.1
1667,Paté de Atún,Dia,10 ,9,0.0,0.7,1.6
1668,Budín de Limón,Eurocake,60 ,224,9.4,32.0,3.3
1669,Ravioles de Ricota,Dia,por 100 ,252,4.9,46.0,6.5
1670,Mermelada de Tomate,BC,20 ,30,0.0,9.0,0.0
1671,Mousse de Limón,Royal,16 ,76,2.7,12.0,0.4
1672,Yogurt de Soja,Soyana,200 ,144,2.8,26.2,5.8
1673,Alfajor de Arroz,Cereal Mix,25 ,126,6.0,16.0,1.5
1674,Salsa de Champignones,Knorr,3 ,10,0.0,1.8,0.0
1675,Pure de Tomate,Baggio,60 ,22,0.0,3.8,1.0
1676,Dulce de Membrillo,Emeth,40 ,104,0.0,26.0,0.0
1677,Helado de Chocolate,Exquisita,50 ,59,2.5,7.3,1.9
1678,Mermelada de Naranja,Arcor,20 ,52,0.0,13.0,0.0
1679,Barra de Cereal ,Trini,25 ,83,2.0,15.0,1.0
1680,Dulce de Batata,Dia,40 ,102,0.0,25.0,0.0
1681,Gaseosa de Naranja ,Mirinda,200ml ,74,0.0,20.0,0.0
1682,Jugo de Limón ,Minerva,por 100ml ,22,0.0,6.0,0.0
1683,Galletas de Arroz,Jumbo,30 ,110,0.5,24.0,2.3
1684,Croquetas de Espinaca,Granja del Sol,80 ,132,7.6,12.0,3.8
1685,Gelatina de Frutilla,Exquisita,120 ,17,0.0,2.6,1.7
1686,Huevo de Pascua,Bon o Bon,20 ,106,6.0,11.0,1.5
1687,Dulce de Leche,Punta del Agua,20 ,66,1.4,12.0,1.2
1688,Mousaka de Zapallitos,Cormillot,por 100 ,288,16.0,13.0,23.0
1689,Té de Limón ,La Virginia,2 ,0,0.0,0.0,0.0
1690,Bizcochitos de Grasa,Natuzen,33 ,128,4.8,20.0,1.1
1691,Budín de Vainilla,Santa María,60 ,283,13.2,38.0,3.3
1692,Tostadas de Arroz,Risky Dit,30 ,104,0.5,23.0,1.9
1693,Mermelada de Ciruela,Best,20 ,53,0.0,13.0,0.0
1694,Galletitas de Vainilla,Ser,32 ,127,2.4,23.0,2.9
1695,Barra de Cereales,Starbucks,30 ,101,2.9,13.0,5.7
1696,Quiche de Verdura,Smart Menu,300 ,314,10.0,36.0,20.0
1697,Tapas de Empanadas ,Orali,por 100 ,343,13.0,50.0,6.6
1698,Mermelada de Membrillo,Arcor,20 ,52,0.0,13.0,0.0
1699,Dulce de Leche,Santa María,20 ,63,1.2,12.2,1.0
1700,Crema de Leche ,Ilolay,15ml ,58,6.1,0.0,0.0
1701,Dulce de Leche,COTO,20 ,63,1.3,11.0,1.4
1702,Copos de Maíz,Carrefour,30 ,113,0.0,26.0,2.0
1703,Pepas de Avena,Integralia,34 ,109,4.0,18.0,3.0
1704,Salvado de Trigo,Yin Yang,10 ,16,0.5,1.5,1.5
1705,Dulce de Leche,Carrefour,20 ,64,1.3,12.0,1.1
1706,Germen de Trigo ,Yin Yang,10 ,35,1.0,3.7,2.7
1707,Salchichas de Soja,Vegetalex,34 ,28,0.0,2.7,4.1
1708,Queso de Crema,Dia,30 ,65,5.7,2.1,1.8
1709,Dulce de Batata,Emeth,40 ,96,0.0,24.0,0.0
1710,Delicia de Coco,Epuyen,70 ,270,13.7,31.2,4.6
1711,Tostadas de Arroz,Lulemuu,30 ,116,1.6,23.0,2.3
1712,Barrita de Arroz,Crowie,20 ,48,2.4,5.5,1.0
1713,Cazuela de Calamares,Puglisi,60 ,76,3.0,0.0,12.0
1714,Pasta de Maní,Mani King,20 ,117,9.8,2.0,5.2
1715,Aros de Cebolla,Saladix,por 100 ,484,22.0,67.0,4.4
1716,Mermelada de Naranja,Noel,20 ,52,0.0,13.0,0.0
1717,Brownies de Chocolate,Exquisita,60 ,240,10.0,34.0,3.6
1718,Castañas de Caju,Carrefour,15 ,87,7.1,1.1,2.1
1719,Dulce de Batata,Dulcor,40 ,97,0.0,24.0,0.0
1720,Dulce de Leche,Dia,20 ,66,1.4,12.0,1.3
1721,Copos de Maiz ,Vea,40 ,112,0.0,25.0,2.6
1722,Dulce de Leche,Manfrey,20 ,62,1.3,11.0,1.2
1723,Ñoquis de Papa,La Italiana,125 ,259,1.5,55.0,6.0
1724,Cazuela de Lentejas,Cormillot,205 ,216,2.3,41.0,8.9
1725,Mantequilla de Maní ,Mani King,20 ,117,9.8,2.0,5.2
1726,Caldo de Gallina,Maggi,5 ,13,1.0,0.8,0.0
1727,Turrón de Maní,Palmesano,25 ,98,2.0,18.0,2.0
1728,Aceite de Oliva,Carrefour,por 1 cuchara sopera ,108,12.0,0.0,0.0
1729,Galletas de Arroz,Dos Hermanos,30 ,111,0.7,23.0,3.1
1730,Medallones de Merluza,La Anónima,130 ,222,9.0,17.0,18.0
1731,Snack de Arroz,Twistos,30 ,137,6.1,18.0,2.8
1732,Harina de Soja,Yin Yang,60 ,205,10.0,10.0,19.0
1733,Crema de Leche,Santa María,15ml ,59,6.3,0.0,0.0
1734,Nuggets de Pollo,Sadia,130 ,322,20.0,17.0,20.0
1735,Mantequilla de Maní,Nature Valley,15 ,91,7.5,3.3,4.0
1736,Crema de Leche,La Anónima,15ml ,56,6.2,0.0,0.0
1737,Ravioles de Pollo,Orali,por 100 ,226,1.2,43.0,8.4
1738,Granos de Choclo,Inca,130 ,53,1.2,7.6,2.9
1739,Galletitas de Arroz,Crisppino,25 ,90,1.4,18.0,1.7
1740,Crema de Leche,Great Value,15 ,57,6.0,0.0,0.0
1741,Galletitas de Agua,Pindy,30 ,130,3.9,22.0,3.0
1742,Bizcochuelo de Naranja,Ravana,60 ,174,4.8,29.0,3.8
1743,Pasas de Uva,La Parmesana,30 ,83,0.0,19.0,0.8
1744,Jugo de Pomelo,Puro Sol,200 ,70,0.0,16.0,1.1
1745,Pulpa de Frutillas,Bahia,por 100 ,147,0.0,36.7,0.0
1746,Madalenas de Vainilla,Dia,25 ,104,5.5,13.0,1.8
1747,Turrón de Maní ,Dia,25 ,119,5.0,16.0,2.5
1748,Galletas de Arroz,Cerealsol,30 ,84,0.0,19.0,2.0
1749,Mayonesa de Oliva,BC,12 ,40,4.0,0.9,0.0
1750,Ravioles de Espinaca,El Sol,por 100 ,226,2.6,40.3,5.9
1751,Tostadas de Arroz,Cerealitas,32 ,116,0.0,26.0,2.6
1752,Dulce de Membrillo ,Dulcor,40 ,113,0.0,27.0,0.0
1753,Barra de Proteína ,Herbalife,35 ,132,5.8,11.0,9.6
1754,Mermelada de Higo,Caroyense,20 ,52,0.0,12.0,0.2
1755,Tostadas de Arroz,Riera,por 100 ,373,1.4,83.0,7.2
1756,Fiambre de Cerdo,Lario,40 ,42,1.6,2.0,4.8
1757,Fideos de Semola,Carrefour,80 ,273,0.9,57.0,9.0
1758,Leche de Almendras,Felices las Vacas,200ml ,48,4.0,2.0,2.0
1759,Milanesa de Espinaca,Granja del Sol,80 ,187,8.9,23.0,3.9
1760,Jugo de Limón ,Dos Anclas,200ml ,40,0.0,12.0,0.0
1761,Jugo de Naranja,Levite,200ml ,35,0.0,9.0,0.0
1762,Milanesa de Calabaza ,San Silvestre,80 ,318,2.0,68.0,7.0
1763,Conos de Queso,Krach-Itos,25 ,114,4.0,18.0,1.6
1764,Tostadas de Arroz,Quento  ,30 ,95,1.0,19.5,2.0
1765,Pure de Papas,COTO,por 100 ,338,0.5,76.0,7.4
1766,Alfajor de Coco,Un Rincon Vegano,65 ,247,9.6,38.0,2.2
1767,Jugo de Manzana,Tutti,200ml ,11,0.0,2.6,0.0
1768,Alfajor de Maní,Felices las Vacas,75 ,406,30.0,21.0,13.0
1769,Porotos de Soja,Yin Yang,60 ,250,15.6,6.7,20.8
1770,Alfajor de Arroz,Farmacity,22 ,96,5.2,12.0,0.4
1771,Milanesa de Cereales,Hausbrot,80 ,159,2.6,32.9,6.4
1772,Mermelada de Zapallo,Dia,20 ,53,0.0,13.0,0.0
1773,Milanesa de Soja,Portobelo,por 100 ,227,5.1,34.0,11.3
1774,Postre de Maní ,Lheritier,30 ,162,8.7,17.0,3.9
1775,Lenguitas de Queso,Hausbrot,30 ,95,4.3,11.0,3.2
1776,Bastoncitos de Salvado,Great Value,30 ,103,0.9,20.0,3.7
1777,Mousse de Chocolate,Ser,70 ,111,4.9,14.0,3.0
1778,Milanesa de Soja,Cuisine & Co,90 ,194,6.9,21.0,12.0
1779,Pepas de Membrillo,Cuisine & Co,30 ,124,5.1,18.0,1.6
1780,Ensalada de Pavita,Huertas del Pilar,175 ,243,13.0,13.0,20.0
1781,Milanesa de Lentejas,Frioteka,80 ,60,0.4,8.2,6.0
1782,Crema de Avellanas,Dicomere,15 ,54,0.0,11.0,1.9
1783,Mermelada de Ciruela,Raulito,20 ,61,0.0,15.0,0.0
1784,Puré de Tomate,Alco,60 ,17,0.0,4.0,0.8
1785,Dulce de Leche,Santa Clara,20 ,64,1.5,11.0,1.5
1786,Puré de Tomates,Monte Nevi,60 ,20,0.0,4.0,1.0
1787,Hamburguesa de Lentejas,Hausbrot,80 ,210,1.0,36.0,14.0
1788,Bebible de Maracuya,Felices las Vacas,200 ,213,13.0,18.0,6.0
1789,Caldo de Carne,Maggi,5 ,14,1.1,0.9,0.0
1790,Leche de Coco,Vrink,por 100ml ,10,1.9,0.2,0.2
1791,Ensalada de Atún,La Campagnola,por 100 ,207,16.0,1.1,15.0
1792,Barra de Cereal,Beepure,30 ,103,1.6,20.0,1.8
1793,Fiambre de Cerdo,Campo Austral,40 ,35,1.0,2.1,4.6
1794,Turrón de Maní,Nat,25 ,98,2.0,18.0,2.0
1795,Jugo de Pera,Levite,200 ,38,0.0,9.0,0.0
1796,Mousse de Chocolate,Casa Vegana,por 100 ,271,11.0,33.0,10.0
1797,Daditos de Arroz,Lulemuu,30 ,124,2.9,22.0,2.5
1798,Pan de Hamburguesa,La Panerita,50 ,132,1.6,25.0,4.6
1799,Pan de Queso,Disco,50 ,65,2.4,20.0,4.7
1800,Tapa de Empanada,California,30 ,147,8.0,15.0,2.0
1801,Pan de Campo,Tio Guis,50 ,119,0.8,23.0,4.6
1802,Tortilla de Papa,COTO,por 100 ,94,5.3,9.0,2.9
1803,Porotos de Soja,Cuisine & Co,130 ,153,1.4,23.0,12.0
1804,Bebible de Vainilla ,Felices las Vacas,200ml ,215,15.0,14.0,6.0
1805,Pan de Centeno,California,50 ,118,0.4,25.0,3.6
1806,Alfajor de Chocolate,ENTRE NUTS,40 ,163,6.0,25.0,2.3
1807,Postre de Vainilla,Trini,8 ,24,0.0,6.0,0.0
1808,Medallon de Choclo,Veggieland,90 ,209,6.9,27.0,10.0
1809,Dulce de Batata,Carrefour,40 ,107,0.0,26.0,0.0
1810,Pan de Carne,El Dique,30 ,63,3.4,2.8,5.7
1811,Yogurt de Coco,Silk,200 ,193,13.0,18.0,0.9
1812,Palitos de Provolone,Frizata,60 ,167,9.0,14.0,7.2
1813,Dados de Pollo,Dia,por 100 ,103,1.2,2.6,20.0
1814,Copos de Maiz ,Nani ,30 ,97,0.8,20.0,2.4
1815,Copitas de Chocolate,Carrefour,30 ,115,0.0,26.0,2.0
1816,Bombón de Coco,Arcor,20 ,98,6.0,9.8,1.1
1817,Cuadraditas de Coco,Natuzen,33 ,133,5.3,20.0,1.3
1818,Pan de Mesa,Noly,50 ,139,1.5,27.4,3.9
1819,Fecula de Maiz,Dicomere,50 ,178,0.04,44.0,0.21
1820,Hamburguesa de Berenjena,Burganas,115 ,101,1.5,18.0,3.9
1821,Ravioles De Ricota,Villa D'agri,por 100 ,255,3.7,47.0,8.5
1822,Rosca de Pascua,Gaona Star,40 ,143,6.0,20.0,4.4
1823,Pasas de Uva,Nogal Dorado,30 ,93,0.0,22.5,0.5
1824,Huevo de Pascua,Tofi,25 ,137,8.3,14.0,1.9
1825,Harina de Coco,Yin Yang,18 ,56,3.5,3.0,3.0
1826,Jugo de Durazno,Tutti,200ml ,11,0.0,2.5,0.0
1827,Tableta de Maní,Misky,20 ,80,1.3,16.0,0.7
1828,Paella de Mariscos,Marbella,200 ,318,14.0,30.0,18.0
1829,Rollos de Canela,Kellogg's,30 ,111,0.6,24.0,2.5
1830,Pepas de Membrillo,Delicias de la Nonna,30 ,131,5.0,20.0,1.4
1831,Wrap de Pollo,Cañon,200 ,269,5.4,34.0,21.0
1832,Fusilli de Arveja,Makarona,80 ,256,0.0,46.0,18.0
1833,Crocante de Trigo,Shih,65 ,259,1.33,52.43,9.1
1834,Mermelada de Durazno,Molto,20 ,55,0.0,13.0,0.0
1835,Puré de Tomate,La Campagnola,60 ,17,0.0,3.3,1.0
1836,Mayonesa de Oliva,Mayoliva,12 ,56,5.9,0.6,0.1
1837,Pastel de Papa,Cormillot,280 ,323,10.2,35.0,22.6
1838,Harina de Amaranto,Sturla,50 ,173,4.4,25.0,8.5
1839,Salsa de Chocolate,Tahití,10 ,80,0.0,19.0,0.0
1840,Bizcochuelo de Limón,Exquisita,60 ,162,3.7,30.0,2.5
1841,Patitas de Pollo,Grido,130 ,241,11.0,14.0,21.0
1842,Puré de Tomate,Salsati,60 ,17,0.0,3.3,1.0
1843,Tostaditas de Arroz,Molinos Ala,por 100 ,358,1.7,76.0,9.7
1844,Bizcochuelo de Chocolate,Exquisita,60 ,181,4.6,31.0,4.0
1845,Canelones de Verdura,Cormillot,295 ,253,8.0,33.0,15.0
1846,Tarta de Atún,My Urban Food,250 ,378,18.0,27.0,28.0
1847,Klops de Carne,Cormillot,320 ,327,11.0,22.0,32.0
1848,Mermelada de Arándanos ,Singluko,20 ,12,0.0,3.0,0.1
1849,Galletitas de Sésamo,Granix,29 ,120,4.3,17.0,3.2
1850,Pan de Mesa ,Lactal,50 ,129,1.7,24.0,4.8
1851,Crema de Leche,Vea,15 ,57,6.0,0.5,0.0
1852,Nibs de Cacao,Dr Cacao,20 ,92,8.6,0.8,2.8
1853,Galletas de Arroz,Nani ,30 ,109,1.0,22.0,3.0
1854,Salvado de Trigo,La Esquina de las Flores,10 ,15,0.5,1.0,2.0
1855,Galletitas de Algarroba,Canvas,30 ,133,5.7,19.0,1.9
1856,Bizcochos de Grasa,Recetas de la Abuela,28 ,132,5.6,18.0,2.9
1857,Tostadas de Arroz,Carilo,por 100 ,369,1.0,83.0,7.0
1858,Medallones de Verdura,Vegetalex,por 100 ,72,0.0,14.0,2.3
1859,Barra de Proteína,Gentech,46 ,181,5.2,18.0,16.0
1860,Puré de Tomate,Dia,60 ,20,0.0,4.0,1.0
1861,Roll de Manzana,Starbucks,140 ,419,14.0,66.0,6.0
1862,Copos de Maíz ,Vea,31 ,112,0.0,25.0,2.6
1863,Paté de Foie,Dia,10 ,22,2.0,0.0,1.0
1864,Medallones de Pollo,Swift,130 ,360,14.0,33.0,25.0
1865,Tostaditas de Arroz,Tía Maruca,por 100 ,376,3.0,76.0,9.5
1866,Primavera de Verduras,Jumbo,50 ,31,0.1,6.2,1.4
1867,Anillos de Limon,Cilo,30 ,139,6.8,19.0,1.5
1868,Huellitas de Pollo,Dia,130 ,284,12.0,27.0,17.0
1869,Mix de Legumbres,Matarazzo,80 ,277,1.3,57.0,9.3
1870,Galletitas de Lino,Granix,33 ,135,4.4,20.0,3.9
1871,Galletitas de Coco,Smams,50 ,232,9.0,35.0,3.0
1872,Alfajor de Arroz,Chocoarroz,25 ,120,6.0,15.0,1.5
1873,Medallón de Merluza,Walmart,100 ,151,5.0,16.0,10.0
1874,Dulce de Leche,Marolio,20 ,64,1.4,12.0,1.3
1875,Galletas de Coco con Harina de Chia,Nutresan,35 ,152,8.0,18.0,2.0
1876,Postre de Dulce de Leche con Chocolate,Esnaola,40 ,129,2.0,25.0,2.0
1877,Galletitas de Avena con Chispas de Chocolate,Quaker,30 ,129,4.8,19.0,2.7
1878,Dulce de Leche con Salsa de Chocolate,Danette,95 ,173,5.0,29.0,3.1
1879,Galletitas de Chocolate con Mix de Semillas,Condesa,30 ,136,5.6,19.0,2.5
1880,Galletitas de Avena con Chips de Chocolate,Dia,39 ,176,6.9,26.0,2.8
1881,Alfajor Sabor Mousse de Dulce de Leche,Un Rincon Vegano,65 ,238,6.1,44.0,1.7
1882,Barra de Chocolate y Castañas de Caju,Que Lo Paleó,50 ,259,15.0,15.0,16.0
1883,Budín de Limón,Bonafide,60 ,220,7.4,35.0,3.1
1884,Picadillo de Carne,La Negra,10 ,19,1.3,0.5,1.2
1885,Leche de Almendras,Cocoon,200ml ,63,3.2,7.3,1.3
1886,Chips de Chocolate,Smams,30 ,125,8.7,13.0,1.4
1887,Crocante de Maní,Bariloche,20 ,100,5.0,11.0,2.4
1888,Medallón de Cerdo,Brava,55 ,94,6.6,0.0,8.3
1889,Dulce de Leche,Conaprole,20 ,65,1.6,11.0,1.6
1890,Mermelada de Durazno,Marolio,20 ,52,0.0,13.0,0.0
1891,Magdalenas de Limón ,Carrefour,40 ,179,7.4,26.0,2.7
1892,Tapas de Empanadas,Dimax,30 ,95,6.0,13.0,1.5
1893,Milanesa de Garbanzos,Via Veg,100 ,157,1.8,29.0,7.0
1894,Puré de Tomates,Carrefour,60 ,20,0.0,3.2,1.1
1895,Helado de Naranja,Grido,60 ,92,0.0,23.0,0.0
1896,Hamburguesa de Cerdo,Brava,55 ,94,6.6,0.0,8.3
1897,Mermelada de Frutilla,Canale,20 ,56,0.0,14.0,0.0
1898,Pan de Proteínas ,Pronokal,25 ,86,0.7,4.0,15.0
1899,Crema de Leche,Armonia,15ml ,32,3.2,0.5,0.4
1900,Dulce de Leche,La Suipachense,20 ,64,2.3,9.0,1.4
1901,Manteca de Maní,Mani King,20 ,122,9.4,4.4,5.0
1902,Crema de Leche,La Suipachense,15ml ,50,5.3,0.45,0.3
1903,Leche de Coco,Silk,200ml ,54,3.3,5.9,0.3
1904,Harina de Quinoa,Aiken,50 ,175,3.2,30.0,6.0
1905,Fusilli De Garbanzo,Makarona,80 ,274,6.0,43.0,13.0
1906,Mermelada de Ciruela,Caroyense,20 ,64,0.0,16.0,0.0
1907,Crep de Chocolate ,Ysonut,29 ,108,2.4,3.0,18.0
1908,Medallones de Merluza,Portobelo,130 ,231,3.9,35.8,13.1
1909,Tapas de Empanadas,Villa D'agri,25 ,61,0.5,12.0,1.7
1910,Empanada de Carne,Frizzio,70 ,117,6.0,16.0,4.6
1911,Harina de Almendras,Dicomere,20 ,117,11.0,1.1,3.7
1912,Aceite de Oliva,Best,13ml ,107,12.0,0.0,0.0
1913,Chips de Batatitas ,Nuestros Sabores,30 ,125,9.6,8.9,0.7
1914,Texturizado de Soja,Dicomere,50 ,146,3.9,6.0,21.6
1915,Tostadas de Salvado,Bonafide,25 ,95,1.2,17.0,3.7
1916,Bastones de Provolone,Frizata,78 ,162,7.2,17.0,7.2
1917,Tostaditas de Arroz,Leiva,30 ,111,0.7,24.0,2.2
1918,Dulce de Leche,Cremac,20 ,61,1.3,11.0,1.3
1919,Mermelada de Frutilla,Emeth,20 ,50,0.0,13.0,0.0
1920,Pasta de Maní ,Doña Magdalena,17 ,100,8.5,2.9,4.0
1921,Fécula de Mandioca,Dimax,20 ,68,0.0,17.0,0.0
1922,Crema de Leche,La Cabaña,15ml ,60,6.4,0.3,0.3
1923,Crema de Leche ,Cotar,15ml ,56,6.0,0.0,0.0
1924,Harina de Amaranto,Yin Yang,por 100 ,157,0.8,25.0,12.0
1925,Paleta de Novillo,COTO,por 100 ,130,5.0,0.0,21.0
1926,Sémola de Trigo,La Abadía,50 ,168,0.4,37.0,6.4
1927,Crema de Leche ,Ramolac,15ml ,65,6.9,0.3,0.3
1928,Harina de Coco,Byour Food,30 ,113,3.8,13.5,6.0
1929,Pan de Mesa,Don Yeyo,50 ,133,1.8,25.0,4.5
1930,Ñoquis de Semolín,Atomo,100 ,208,1.8,41.0,7.2
1931,Galletas de Arroz,Crisppino,25 ,85,0.0,19.0,1.8
1932,Mermelada de Ciruela,Singluko,20 ,9,0.0,2.2,0.1
1933,Jugo de Durazno,Cepita,200ml ,94,0.0,24.0,0.0
1934,Aceite de Girasol,Carrefour,13ml ,107,12.0,0.0,0.0
1935,Tostaditas de Arroz,Cormillot,30 ,107,0.5,23.0,2.9
1936,Ravioles de Ricota,Orali,por 100 ,219,1.7,43.0,7.8
1937,Tostaditas de Quinoa,Yin Yang,30 ,128,0.5,28.0,2.9
1938,Harina de Almendras,Natural Seed,20 ,117,11.0,1.1,3.7
1939,Risotto de Brocoli,Grandwich,320 ,484,24.0,50.0,16.0
1940,Milanesa de Soja,Paladini,83 ,192,5.0,27.0,10.0
1941,Medallón de Espinaca,Dia,75 ,105,6.7,4.4,6.8
1942,Salsa de Soja,Dos Anclas,10 ,0,0.0,0.0,0.0
1943,Snack de Arroz,Don Marcos,por 100 ,508,11.7,68.0,7.9
1944,Mermelada de Damasco,Dulcor,20 ,53,0.0,13.0,0.0
1945,Harina de Centeno,Yin Yang,50 ,162,0.5,36.0,3.5
1946,Granos de Choclo,Marolio,130 ,103,2.5,15.0,5.2
1947,Galletitas de Coco,Marbe,30 ,96,4.0,12.0,3.0
1948,Bizcochitos de Grasa,Don Satur,30 ,155,8.9,16.0,2.7
1949,Pasta de Lenteja,Legume,80 ,223,0.8,38.0,17.0
1950,Quiche de Puerro,Smart Menu,300 ,348,12.0,43.0,17.0
1951,Crema de Leche,Cremigal,50 ,61,6.3,0.6,0.5
1952,Milanesa de Soja,La Anónima,83 ,164,2.7,24.0,11.0
1953,Crema de Leche,Cosalta,por 100ml ,397,42.0,2.5,2.3
1954,Chips de Chocolate,Aguila,25 ,122,6.9,13.0,1.6
1955,Mermelada de Damasco,Emeth,20 ,24,0.0,6.0,0.0
1956,Barra de Cereal,Muecas,50 ,220,9.0,30.2,4.5
1957,Mermelada de Pera,BC,20 ,30,0.0,8.0,0.0
1958,Tostada de Arroz,Carilo,8 ,28,0.0,6.25,0.5
1959,Aceite de Coco ,Grandiet,13ml ,108,12.0,0.0,0.0
1960,Tostadas de Salvado ,Manieri,25 ,94,0.5,19.0,3.8
1961,Solcitos de Membrillo,M&K,30 ,129,4.7,20.0,1.7
1962,Porotos de Soja,COTO,15 ,48,2.8,0.0,5.7
1963,Ositos de Chocolate ,Rapanui,25 ,111,5.06,14.23,1.54
1964,Medallones de Pollo,Portobelo,130 ,307,10.0,41.9,12.4
1965,Snacks de Arroz,Crowie,25 ,91,1.4,18.0,1.7
1966,Lasagna de Espinaca,Knorr,80 ,266,0.0,57.0,9.6
1967,Copos de Maiz,Jumbo,31 ,110,0.0,25.0,2.6
1968,Pan de Hamburguesa,Don Yeyo,50 ,151,4.1,23.8,4.7
1969,Milanesa de Soja,Loma Verde,80 ,184,3.1,30.0,9.5
1970,Harina de Coco,Dicomere,15 ,70,3.0,9.0,2.0
1971,Mezcla de Vegetales,Bonduelle,130 ,51,0.0,6.4,2.9
1972,Leche de Arroz,La Serenísima,por 100ml ,29,1.4,4.1,0.0
1973,Barrita de Coco,Laddubar,30 ,113,5.2,14.0,2.5
1974,Leche de Almendras,La Serenísima,por 100ml ,25,1.1,3.2,0.6
1975,Dulce de Membrillo,Arcor,40 ,109,0.0,27.0,0.0
1976,Gelatina de Frutilla,Royal,5 ,17,0.0,2.3,1.5
1977,Yogurt de Vainilla ,Tregar,125 ,128,3.8,18.0,5.4
1978,Tapa de Empanada,Don Yeyo,30 ,101,4.4,13.0,2.6
1979,Dulce de Leche,Tonadita,20 ,60,1.3,10.8,1.3
1980,Tarta de Calabaza,El Noble,por 100 ,210,11.6,20.0,6.8
1981,Tostaditas de Chia,Yin Yang,30 ,105,0.9,22.3,1.9
1982,Fideos de Kale,Wakas,80 ,265,0.4,61.0,5.0
1983,Aceite de Girasol,Pureza,13ml ,106,12.0,0.0,0.0
1984,Tostadas de Arroz,Apóstoles,30 ,106,0.5,24.0,1.6
1985,Dulce de Leche,Grido,20 ,63,1.2,12.0,1.0
1986,Bombón de Frutas,Cerro Azul,17 ,44,0.0,11.0,0.1
1987,Alfajor de Limón ,Un Rincon Vegano,80 ,314,13.6,45.0,2.0
1988,Empanada de Carne,Frizata,80 ,174,3.9,28.0,6.6
1989,Mantequilla de Mani,Peanat,20 ,142,9.9,3.6,9.7
1990,Mermelada de Ciruela,BC,por 100 ,146,0.0,36.0,0.0
1991,Puré de Tomate,Doña Pupa,60 ,16,0.0,3.6,0.5
1992,Bollitos de Salvado ,La Anónima,50 ,159,3.8,27.0,4.0
1993,Barrita de Manzana,Hausbrot,35 ,113,3.0,18.0,4.0
1994,Harina de Quinoa,Natural Seed,50 ,187,2.6,29.0,7.0
1995,Budín de Naranja,Hausbrot,60 ,172,5.9,27.6,2.1
1996,Harina de Avena ,Yin Yang,30 ,104,2.5,17.0,3.4
1997,Huevo de Pascua,Havanna,25 ,142,9.0,14.0,1.7
1998,Aceite de Oliva,Olivi,13ml ,135,15.0,0.0,0.0
1999,Galletitas de Leche,Dia,30 ,131,4.2,21.0,2.2
2000,Sorrentinos de Ricotta,La Italiana,por 100 ,237,0.9,50.0,7.1
2001,Medallones de Merluza,Vea,130 ,222,9.0,17.0,18.0
2002,Talitas de Queso,Hojalmar,30 ,136,6.0,17.0,3.3
2003,Nuggets de Pollo,Granja Tres Arroyos,66 ,147,9.0,8.3,8.3
2004,Puré de Tomate,M&K,60 ,20,0.0,3.2,1.1
2005,Cabello de Ángel,Lucchetti,80 ,263,0.8,56.0,7.9
2006,Aceite de Oliva,San Agustín,13 ,106,13.0,0.0,0.0
2007,Pepas de Batata,Trio,30 ,138,5.6,20.0,1.7
2008,Crocante de Proteina,Herbalife,10 ,36,0.0,1.6,7.0
2009,Sopa de Verduras ,Knorr,10 ,23,0.0,4.7,0.7
2010,Grisines de Salvado,Firenze,30 ,127,2.7,22.0,3.7
2011,Mermelada de Naranja,BC,20 ,30,0.0,7.3,0.0
2012,Medallones de Pollo,Granja del Sol,130 ,291,15.0,23.0,16.0
2013,Cabellos de Ángel,Terrabusi,80 ,252,0.9,52.0,8.9
2014,Galletitas de Manteca,Carrefour,30 ,137,4.4,22.0,2.1
2015,Ñoquis de Papa,Mamá Cocina,40 ,141,1.2,29.0,3.6
2016,Medallón de Merluza,Granja del Sol,130 ,238,10.0,22.0,15.0
2017,Sundae de Chocolate,McDonald's,179 ,334,10.0,55.0,6.5
2018,Galletas de Arroz,Ricediex,25 ,87,0.7,18.0,2.1
2019,Bizcochitos de Grasa,Fantoche,30 ,154,7.5,20.0,2.0
